ActivitiesTrainersID,ActivityID,TrainerID,IsHeadTrainer
2001,1,3001,false
2002,2,3002,false
2003,3,3003,false
2004,4,3004,false
2005,5,3005,false
2006,6,3006,false
2007,7,3007,false
2008,8,3008,false
2009,9,3009,false
2010,10,3010,false
2011,11,3011,false
2012,12,3012,false
2013,13,3013,false
2014,14,3014,false
2015,15,3015,false
2016,16,3016,false
2017,17,3017,false
2018,18,3018,false
2019,19,3019,false
2020,20,3020,false
2021,21,3021,false
2022,22,3022,false
2023,23,3023,false
2024,24,3024,false
2025,25,3025,false
2026,26,3026,false
2027,27,3027,false
2028,28,3028,false
2029,29,3029,false
2030,30,3030,false
2031,31,3031,false
2032,32,3032,false
2033,33,3033,false
2034,34,3034,false
2035,35,3035,false
2036,36,3036,false
2037,37,3037,false
2038,38,3038,false
2039,39,3039,false
2040,40,3040,false
2041,41,3041,false
2042,42,3042,false
2043,43,3043,false
2044,44,3044,false
2045,45,3045,false
2046,46,3046,false
2047,47,3047,false
2048,48,3048,false
2049,49,3049,false
2050,50,3050,false
2051,51,3051,false
2052,52,3052,false
2053,53,3053,false
2054,54,3054,false
2055,55,3055,false
2056,56,3056,false
2057,57,3057,false
2058,58,3058,false
2059,59,3059,false
2060,60,3060,false
2061,61,3061,false
2062,62,3062,false
2063,63,3063,false
2064,64,3064,false
2065,65,3065,false
2066,66,3066,false
2067,67,3067,false
2068,68,3068,false
2069,69,3069,false
2070,70,3070,false
2071,71,3071,false
2072,72,3072,false
2073,73,3073,false
2074,74,3074,false
2075,75,3075,false
2076,76,3076,false
2077,77,3077,false
2078,78,3078,false
2079,79,3079,false
2080,80,3080,false
2081,81,3081,false
2082,82,3082,false
2083,83,3083,false
2084,84,3084,false
2085,85,3085,false
2086,86,3086,false
2087,87,3087,false
2088,88,3088,false
2089,89,3089,false
2090,90,3090,false
2091,91,3091,false
2092,92,3092,false
2093,93,3093,false
2094,94,3094,false
2095,95,3095,false
2096,96,3096,false
2097,97,3097,false
2098,98,3098,false
2099,99,3099,false
2100,100,3100,false
2101,101,3101,false
2102,102,3102,false
2103,103,3103,false
2104,104,3104,false
2105,105,3105,false
2106,106,3106,false
2107,107,3107,false
2108,108,3108,false
2109,109,3109,false
2110,110,3110,false
2111,111,3111,false
2112,112,3112,false
2113,113,3113,false
2114,114,3114,false
2115,115,3115,false
2116,116,3116,false
2117,117,3117,false
2118,118,3118,false
2119,119,3119,false
2120,120,3120,false
2121,121,3121,false
2122,122,3122,false
2123,123,3123,false
2124,124,3124,false
2125,125,3125,false
2126,126,3126,false
2127,127,3127,false
2128,128,3128,false
2129,129,3129,false
2130,130,3130,false
2131,131,3131,false
2132,132,3132,false
2133,133,3133,false
2134,134,3134,false
2135,135,3135,false
2136,136,3136,false
2137,137,3137,false
2138,138,3138,false
2139,139,3139,false
2140,140,3140,false
2141,141,3141,false
2142,142,3142,false
2143,143,3143,false
2144,144,3144,false
2145,145,3145,false
2146,146,3146,false
2147,147,3147,false
2148,148,3148,false
2149,149,3149,false
2150,150,3150,false
2151,151,3151,false
2152,152,3152,false
2153,153,3153,false
2154,154,3154,false
2155,155,3155,false
2156,156,3156,false
2157,157,3157,false
2158,158,3158,false
2159,159,3159,false
2160,160,3160,false
2161,161,3161,false
2162,162,3162,false
2163,163,3163,false
2164,164,3164,false
2165,165,3165,false
2166,166,3166,false
2167,167,3167,false
2168,168,3168,false
2169,169,3169,false
2170,170,3170,false
2171,171,3171,false
2172,172,3172,false
2173,173,3173,false
2174,174,3174,false
2175,175,3175,false
2176,176,3176,false
2177,177,3177,false
2178,178,3178,false
2179,179,3179,false
2180,180,3180,false
2181,181,3181,false
2182,182,3182,false
2183,183,3183,false
2184,184,3184,false
2185,185,3185,false
2186,186,3186,false
2187,187,3187,false
2188,188,3188,false
2189,189,3189,false
2190,190,3190,false
2191,191,3191,false
2192,192,3192,false
2193,193,3193,false
2194,194,3194,false
2195,195,3195,false
2196,196,3196,false
2197,197,3197,false
2198,198,3198,false
2199,199,3199,false
2200,200,3200,false
2201,201,3201,false
2202,202,3202,false
2203,203,3203,false
2204,204,3204,false
2205,205,3205,false
2206,206,3206,false
2207,207,3207,false
2208,208,3208,false
2209,209,3209,false
2210,210,3210,false
2211,211,3211,false
2212,212,3212,false
2213,213,3213,false
2214,214,3214,false
2215,215,3215,false
2216,216,3216,false
2217,217,3217,false
2218,218,3218,false
2219,219,3219,false
2220,220,3220,false
2221,221,3221,false
2222,222,3222,false
2223,223,3223,false
2224,224,3224,false
2225,225,3225,false
2226,226,3226,false
2227,227,3227,false
2228,228,3228,false
2229,229,3229,false
2230,230,3230,false
2231,231,3231,false
2232,232,3232,false
2233,233,3233,false
2234,234,3234,false
2235,235,3235,false
2236,236,3236,false
2237,237,3237,false
2238,238,3238,false
2239,239,3239,false
2240,240,3240,false
2241,241,3241,false
2242,242,3242,false
2243,243,3243,false
2244,244,3244,false
2245,245,3245,false
2246,246,3246,false
2247,247,3247,false
2248,248,3248,false
2249,249,3249,false
2250,250,3250,false
2251,251,3251,false
2252,252,3252,false
2253,253,3253,false
2254,254,3254,false
2255,255,3255,false
2256,256,3256,false
2257,257,3257,false
2258,258,3258,false
2259,259,3259,false
2260,260,3260,false
2261,261,3261,false
2262,262,3262,false
2263,263,3263,false
2264,264,3264,false
2265,265,3265,false
2266,266,3266,false
2267,267,3267,false
2268,268,3268,false
2269,269,3269,false
2270,270,3270,false
2271,271,3271,false
2272,272,3272,false
2273,273,3273,false
2274,274,3274,false
2275,275,3275,false
2276,276,3276,false
2277,277,3277,false
2278,278,3278,false
2279,279,3279,false
2280,280,3280,false
2281,281,3281,false
2282,282,3282,false
2283,283,3283,false
2284,284,3284,false
2285,285,3285,false
2286,286,3286,false
2287,287,3287,false
2288,288,3288,false
2289,289,3289,false
2290,290,3290,false
2291,291,3291,false
2292,292,3292,false
2293,293,3293,false
2294,294,3294,false
2295,295,3295,false
2296,296,3296,false
2297,297,3297,false
2298,298,3298,false
2299,299,3299,false
2300,300,3300,false
2301,301,3301,false
2302,302,3302,false
2303,303,3303,false
2304,304,3304,false
2305,305,3305,false
2306,306,3306,false
2307,307,3307,false
2308,308,3308,false
2309,309,3309,false
2310,310,3310,false
2311,311,3311,false
2312,312,3312,false
2313,313,3313,false
2314,314,3314,false
2315,315,3315,false
2316,316,3316,false
2317,317,3317,false
2318,318,3318,false
2319,319,3319,false
2320,320,3320,false
2321,321,3321,false
2322,322,3322,false
2323,323,3323,false
2324,324,3324,false
2325,325,3325,false
2326,326,3326,false
2327,327,3327,false
2328,328,3328,false
2329,329,3329,false
2330,330,3330,false
2331,331,3331,false
2332,332,3332,false
2333,333,3333,false
2334,334,3334,false
2335,335,3335,false
2336,336,3336,false
2337,337,3337,false
2338,338,3338,false
2339,339,3339,false
2340,340,3340,false
2341,341,3341,false
2342,342,3342,false
2343,343,3343,false
2344,344,3344,false
2345,345,3345,false
2346,346,3346,false
2347,347,3347,false
2348,348,3348,false
2349,349,3349,false
2350,350,3350,false
2351,351,3351,false
2352,352,3352,false
2353,353,3353,false
2354,354,3354,false
2355,355,3355,false
2356,356,3356,false
2357,357,3357,false
2358,358,3358,false
2359,359,3359,false
2360,360,3360,false
2361,361,3361,false
2362,362,3362,false
2363,363,3363,false
2364,364,3364,false
2365,365,3365,false
2366,366,3366,false
2367,367,3367,false
2368,368,3368,false
2369,369,3369,false
2370,370,3370,false
2371,371,3371,false
2372,372,3372,false
2373,373,3373,false
2374,374,3374,false
2375,375,3375,false
2376,376,3376,false
2377,377,3377,false
2378,378,3378,false
2379,379,3379,false
2380,380,3380,false
2381,381,3381,false
2382,382,3382,false
2383,383,3383,false
2384,384,3384,false
2385,385,3385,false
2386,386,3386,false
2387,387,3387,false
2388,388,3388,false
2389,389,3389,false
2390,390,3390,false
2391,391,3391,false
2392,392,3392,false
2393,393,3393,false
2394,394,3394,false
2395,395,3395,false
2396,396,3396,false
2397,397,3397,false
2398,398,3398,false
2399,399,3399,false
2400,400,3400,false
2401,401,3401,false
2402,402,3402,false
2403,403,3403,false
2404,404,3404,false
2405,405,3405,false
2406,406,3406,false
2407,407,3407,false
2408,408,3408,false
2409,409,3409,false
2410,410,3410,false
2411,411,3411,false
2412,412,3412,false
2413,413,3413,false
2414,414,3414,false
2415,415,3415,false
2416,416,3416,false
2417,417,3417,false
2418,418,3418,false
2419,419,3419,false
2420,420,3420,false
2421,421,3421,false
2422,422,3422,false
2423,423,3423,false
2424,424,3424,false
2425,425,3425,false
2426,426,3426,false
2427,427,3427,false
2428,428,3428,false
2429,429,3429,false
2430,430,3430,false
2431,431,3431,false
2432,432,3432,false
2433,433,3433,false
2434,434,3434,false
2435,435,3435,false
